,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
905,21/10/2019 20:07,2,3,"Based on Vale’s updated iron ore annual guidance ( ~313mt in sales), Q4 iron ore sales will be about 5mt higher than Q3, a very modest increase compared to historical patterns. #shipping #drybulk $ BDRY",,,#shipping #drybulk,"1,18642E+18",https://twitter.com/DryBulkETF/status/1186418817062330369,0.3774
906,21/10/2019 19:42,0,3,But unfortunately it doesn’t fit their narrative of a stronger economy. The GDP releases don’t lie - private consumption is in recession and the economy has its nose above water purely due to a 6%+ increase in public spending and a temporary blip in iron ore prices,,,,"1,18641E+18",https://twitter.com/GlennColgan/status/1186412376012263424,0.4215
907,21/10/2019 19:41,1,1,China’s average iron ore price index drops in September http:// dlvr.it/RGgg4w,,,,"1,18641E+18",https://twitter.com/vladimirjdelic/status/1186412227701559296,0.0
909,21/10/2019 18:48,0,1,Official Call of Duty®: Modern Warfare® – PC Trailer With RTX On https:// youtu.be/6IUzGzFJHBw via @YouTube,,@YouTube,,"1,1864E+18",https://twitter.com/IRoNoRE69/status/1186398971524272130,0.0
910,21/10/2019 18:41,2,3,Eurozone shares +0.6& US shares +0.7% helped by usual Trump comments re talks “progressing well” & “they want a deal”.. pressure for a deal on both sides is much greater now US 10 yr yld +5bp to 1.8% Oil -0.6% Gold -0.5% Iron ore -0.8% ASX futures +0.3% $ A 0.687 as $ US index flat pic.twitter.com/8xHy6tFfxG,,,,"1,1864E+18",https://twitter.com/ShaneOliverAMP/status/1186397226798473216,0.6124
912,21/10/2019 18:30,0,2,Iron ore spot price MBIOI benchmark Fe 62% down a further -1.1pc to $85.40/t Cfr Qingdao on 21-Oct; higher grades getting hosed (MetalBulletin) #ausbiz #ironore #ironore2019 pic.twitter.com/iOUlGrRluJ,,,#ausbiz #ironore #ironore2019,"1,18639E+18",https://twitter.com/PeteWargent/status/1186394383236489216,0.0
913,21/10/2019 18:17,0,2,$ BCB Strong Iron Ore prices keep demand for Coking Coal strong. China reviewing mothballed Oakajee iron ore project. http:// bit.ly/2o4izsT pic.twitter.com/GsmiMClBzi,,,,"1,18639E+18",https://twitter.com/Bowencokingcoal/status/1186391135662440448,0.7269
914,21/10/2019 18:07,4,6,"Vale suspends the Itabirucu tailings dam temporarily. Vale reaffirms its iron ore and pellet sales guidance of 307-332 million tons. However, due to the Itabiruçu stoppage and the revision of its sales plan, Vale expects sales to be between the lower and the midpoint of the range",,,,"1,18639E+18",https://twitter.com/DryBulkETF/status/1186388486921838592,-0.296
915,21/10/2019 17:50,0,3,cyan terracotta yellow terracotta lime terracotta green terracotta gray terracotta black terracotta light gray terracotta snow snow block ice packed ice blue ice sea lantern prismarine prismarine bricks dark prismarine water lava fire coal ore iron ore diamond ore gold ore 3/?,,,,"1,18638E+18",https://twitter.com/honeyfabric/status/1186384319264251911,-0.4404
917,21/10/2019 17:41,2,1,"Market view on TT: #ES_F , #FESX , #FTSE100 and #NK_F rose. #ZB_F , #Bunds , #Gilts and #JGB fell. ##Brent , #WTI , #sourcrude #gas , #natgas , #gasoil , #gold , and #bitcoin are lower. #Copper , #ironore , #BCH , #DX_F , #CAD and #coffee are higher. pic.twitter.com/kd9Js8KPpa",,,#ES_F #FESX #FTSE100 #NK_F #ZB_F #Bunds #Gilts #JGB # #Brent #WTI #sourcrude #gas #natgas #gasoil #gold #bitcoin #Copper #ironore #BCH #DX_F #CAD #coffee,"1,18638E+18",https://twitter.com/Trading_Tech/status/1186381935142232064,-0.296
919,21/10/2019 17:07,9,9,"US Market Close : Dow Jones +57pts or +0.22% S&P500 +20pts or +0.69% Nasdaq +73pts or +0.91% #Gold -0.5% to US$1,485.70/oz #Oil -0.5% to US$53.51/bl #ironore -0.8% to US$85.05/t US 10yr Note 1.8% up 4bps SPI +20pts or +0.3% #AUDUSD $0.6870 #ausbiz",,,#Gold #Oil #ironore #AUDUSD #ausbiz,"1,18637E+18",https://twitter.com/CommSec/status/1186373391214764033,0.0
920,21/10/2019 17:03,1,3,Western #Australia ’s Pilbara region is set to be home to the first major iron ore mining operation in Australia to be run entirely off renewable energy during the day. #RenewableEnergy #CleanTech #EnergyEfficiencyChallenge2019 https://www. powerengineeringint.com/2019/10/18/ren ewables-driving-australian-mining-economy/ … pic.twitter.com/VGyH1JBJgJ,,,#Australia #RenewableEnergy #CleanTech #EnergyEfficiencyChallenge2019,"1,18637E+18",https://twitter.com/TeagueEgan/status/1186372338536894465,0.3321
921,21/10/2019 16:55,1,3,Chinese iron ore port inventories +0.9% to 131.1mt last week. Now at the highest level since mid-May (Steelhome). pic.twitter.com/mMopwYU5aQ,,,,"1,18637E+18",https://twitter.com/Scutty/status/1186370422704492544,0.0
922,21/10/2019 16:50,3,3,"More weakness in iron ore spot markets to start the week. MBIOI-62 -1.1% to $85.40. The higher the grade, the larger the fall on Monday. pic.twitter.com/HP7NpYBcLY",,,,"1,18637E+18",https://twitter.com/Scutty/status/1186369236454658048,-0.4754
923,21/10/2019 16:39,2,2,@BBoason He should discuss with President Putin how the Russian government can help in the completion of the Ajaokuta Steel Company and The National Iron Ore Mining Company.,,@BBoason,,"1,18637E+18",https://twitter.com/olukofi/status/1186366529006379010,0.4019
924,21/10/2019 16:38,0,1,"@Ausenco The West African state of Sierra Leone, is searching for an Iron Ore mining Consultant to take over a very large scale Iron Ore mine. Please contact me for more information. khazaliallen@gmail.com",,@Ausenco @gmail,,"1,18637E+18",https://twitter.com/AllenKhazali/status/1186366223992397826,0.3182
925,21/10/2019 16:30,0,13,"What's up? Iron ore , that's what's up. pic.twitter.com/qP7ruyRiI4",,,,"1,18636E+18",https://twitter.com/BlackwellBoyce/status/1186364178736537600,0.0
927,21/10/2019 16:03,0,2,"Can you make a sword"" with the raw iron ore or the metal without being polished?""",,,,"1,18636E+18",https://twitter.com/Rodeson42/status/1186357443434967040,0.0
930,21/10/2019 15:49,0,2,Presentation today at #ESP10 Conference in Hannover on #ecosystemservices and #biodiversity offsets by my PhD student Bárbara Souza with a case study on iron ore #mining in an area of high #conservation value @IUCN @ICMM_com @julianasiq_ pic.twitter.com/OpYFb1CJsc,,@IUCN @ICMM_com @julianasiq_,#ESP10 #ecosystemservices #biodiversity #mining #conservation,"1,18635E+18",https://twitter.com/LuisSanchezUSP/status/1186353880319381504,0.34
931,21/10/2019 15:46,1,8,"'Fly Over' country produces the most LNG, soldiers, corn, soy beans, and coal. It also has the most natural resources like fresh water, timberband iron ore Heartland people are the most patriotic and most willing to defend the constitution and most charitable. 120 million strong",,,,"1,18635E+18",https://twitter.com/superma81301234/status/1186353024140222465,0.9209
937,21/10/2019 14:23,0,4,SALDANHA - SISHEN IRON ORE RAIL LINE - TRANSNET https:// youtu.be/wD-iuIc9QSA 空荷の列車1本通過するのに3分30秒掛かるってなんだよ(意味不明,,,,"1,18633E+18",https://twitter.com/as285e/status/1186332104277147650,0.0
938,21/10/2019 13:55,10,90,"Cry me a river! I was raised in the Amazon (Carajás, biggest iron ore in the world), my dad worked in the iron and manganese exploration. I hail the trashing of your pagan idols! Real Jesuits evangelized the brazilian indigenous people, you're just a SHAME for your founders!",,,,"1,18633E+18",https://twitter.com/afortaleza/status/1186325107960102915,-0.7104
941,21/10/2019 13:30,0,2,"At its peak, the Oliver Iron Mining Company operated 128 mines across the Iron Range. The Oliver Iron Mining Company was one of the most prominent mining companies in the early decades of the Mesabi Iron Range. #iron #history #mining #ironore https://www. minnpost.com/mnopedia/2019/ 10/at-its-peak-the-oliver-iron-mining-company-operated-128-mines-across-the-iron-range/ …",,,#iron #history #mining #ironore,"1,18632E+18",https://twitter.com/juniorminingpro/status/1186318947064385537,0.3804
942,21/10/2019 12:43,0,1,Downer to build Chichester solar+battery project at iron ore mine https://www. pv-magazine-australia.com/2019/10/21/dow ner-to-build-chichester-solarbattery-project-at-iron-ore-mine/ …,,,,"1,18631E+18",https://twitter.com/thegreenisback/status/1186306912637411329,0.0
943,21/10/2019 12:21,0,1,PERHAPS ALL OF THAT IRON ORE CREATES A GREATER MAGNETIC FORCE IN THE SKIES HIGH ABOVE KIRUNA MAKING THE AURORA INTENSIFY.,,,,"1,1863E+18",https://twitter.com/9654mustang1/status/1186301428064755713,0.5574
945,21/10/2019 11:31,1,1,"Japanese iron ore imports edged up 1.7% year-on-year in September to 10.1 Mt, marking the third occasion imports have exceeded 10.0 Mt in 2019, the Ministry of Finance reports. By contrast, total coal imports slipped 2.8% year-on-year to 14.9 Mt.",,,,"1,18629E+18",https://twitter.com/SSYOnline/status/1186289017899368448,0.0
948,21/10/2019 11:16,0,1,"Thanks for bringing me, now then, where’s all the iron ore",,,,"1,18629E+18",https://twitter.com/ParodyRamos/status/1186285220489654272,0.4404
949,21/10/2019 11:15,4,1,EU Aug #ironore imports fell to their lowest monthly level since mid-2009 as weak #steelmarket conditions pressured operations. Some mills are considering further adjustments to the balance of their ore burdens in order to contain costs: https:// okt.to/lTSrQN | #ArgusSteel pic.twitter.com/0IFhOsWGKm,,,#ironore #steelmarket #ArgusSteel,"1,18628E+18",https://twitter.com/ArgusMedia/status/1186284764732506113,-0.836
950,21/10/2019 11:09,0,2,"Mitsubishi sells Australian iron ore , rail project to Sinosteel https://www. poandpo.com/companies/mits ubishi-sells-australian-iron-ore-rail-project-to-sinosteel-21102019870/ … via @poandpo",,@poandpo,,"1,18628E+18",https://twitter.com/The_News_DIVA/status/1186283291000877057,0.0
951,21/10/2019 11:00,0,1,Cotação do Minério de Ferro $ VALE #VALE3 (62% Iron Ore ) Fonte: https:// bit.ly/ferro62 pic.twitter.com/ukODDjIoC3,,,#VALE3,"1,18628E+18",https://twitter.com/pardoTRADER/status/1186281104833220612,0.0
956,21/10/2019 10:06,1,2,MMi Daily #IronOre Index Report October 21 2019 #mmi #commodities #metals For the full report go here: https://www. hellenicshippingnews.com/mmi-daily-iron -ore-index-report-october-21-2019/ … pic.twitter.com/JkUvsaFsY5,,,#IronOre #mmi #commodities #metals,"1,18627E+18",https://twitter.com/HELLENICSHIP/status/1186267547387256833,0.0
957,21/10/2019 10:01,5,2,"The Australian government will provide more than half the funds for a A$200m solar farm being built by Alinta Energy to help power Fortescue's Cloud Break and Christmas Creek #iron ore mines in the Pilbara, Western Australia http:// ow.ly/Ievh30pKmQK",,,#iron,"1,18627E+18",https://twitter.com/AmberMining/status/1186266358050414592,0.5859
960,21/10/2019 09:31,0,1,China starts new $10b Oakajee iron ore push #WA #Sinosteel http:// bit.ly/2P3crw2,,,#WA #Sinosteel,"1,18626E+18",https://twitter.com/cheerio46/status/1186258667013890048,0.0
964,21/10/2019 09:00,1,2,$ GRR Iron Ore Stocks – Do they provide shareholders with a decent return? (via Kalkine Media) https:// newswires.com.au/s/2Bl #GRR #GrangeResources #ASX #ausbiz #smallcaps #microcaps #ausstocks,,,#GRR #GrangeResources #ASX #ausbiz #smallcaps #microcaps #ausstocks,"1,18625E+18",https://twitter.com/newswiresau/status/1186251026476630018,0.0
965,21/10/2019 09:00,10,13,"Mitsubishi sells Australian iron ore , rail project to Sinosteel https:// reut.rs/2pDuQ87 pic.twitter.com/FptPdJ0cXx",,,,"1,18625E+18",https://twitter.com/ReutersBiz/status/1186250927059210240,0.0
970,21/10/2019 08:44,1,17,pic.twitter.com/71PXhcWSGx,,,,"1,18625E+18",https://twitter.com/Ironore14/status/1186246925441536002,0.0
972,21/10/2019 08:34,1,2,"Market view on #TT : #ES_F , #FESX , #FDAX , #FTSE100 , #TOPIX , and #HSI are up. #ZB_F , #Bunds , #Gilts and #JGB are down. #DX_F , #brent , #WTI , #nickel and #ironore are lower. #Corn , #soybeans , #wheat , #coffee , #gold , #silver , #copper , and #bitcoin are higher. pic.twitter.com/LMRyXSDXhe",,,#TT #ES_F #FESX #FDAX #FTSE100 #TOPIX #HSI #ZB_F #Bunds #Gilts #JGB #DX_F #brent #WTI #nickel #ironore #Corn #soybeans #wheat #coffee #gold #silver #copper #bitcoin,"1,18624E+18",https://twitter.com/Trading_Tech/status/1186244387954745345,-0.296
973,21/10/2019 08:13,2,3,"Whether it is fall in demand or steel prices, rising iron ore prices or correction of scrap prices, put these worries to rest with ICEX Steel Long Futures. #ICEX #steel #commodity #exchange #hedging #market #futurestrading pic.twitter.com/sExWhzkr0v",,,#ICEX #steel #commodity #exchange #hedging #market #futurestrading,"1,18624E+18",https://twitter.com/ICEXofficial/status/1186239124056883201,-0.5106
974,21/10/2019 08:08,0,1,Ross how much of that so called freight tripling includes coal and iron ore not in NSW? And how relevant is that stat to the long closed North Tablelands branch line with no coal and iron ore prospects?,,,,"1,18624E+18",https://twitter.com/Veterantourer/status/1186237721485832193,0.0
975,21/10/2019 08:07,0,1,Downer to build Chichester solar+battery project at iron ore mine: Downer has been contracted by Alinta Energy to turn Fortescue Metals Group’s Chichester Hub iron ore operations in the Pilbara region into a solar-powered hub. http:// dlvr.it/RGdXG3 #pv #solarpv #solar pic.twitter.com/BKuhDAkfHY,,,#pv #solarpv #solar,"1,18624E+18",https://twitter.com/pvmagazineoz/status/1186237585045082119,0.2732
977,21/10/2019 07:59,4,18,Transporting our iron ore to china might be God. https:// twitter.com/ewnupdates/sta tus/1186232552115171328 …,,,,"1,18624E+18",https://twitter.com/alfred_cabonena/status/1186235530142457856,0.2732
978,21/10/2019 07:50,20,10,Governments at the Centre & State will take steps to restart the #ironore #mining industry in purview of public interest. #GoaMining #DeshKiZarooratonKeLiye @DrPramodPSawant @BJP4Goa @AmitShah @shripadynaik @TendulkarBJP @NSawaikar @JoshiPralhad @GoaFront @PMOIndia @PiyushGoyal pic.twitter.com/bx8ozvR2y2,,@DrPramodPSawant @BJP4Goa @AmitShah @shripadynaik @TendulkarBJP @NSawaikar @JoshiPralhad @GoaFront @PMOIndia @PiyushGoyal,#ironore #mining #GoaMining #DeshKiZarooratonKeLiye,"1,18623E+18",https://twitter.com/suhelnarvekar/status/1186233240966680577,0.4588
980,21/10/2019 07:37,13,10,"#WasteMangement is of utmost importance to us. #SesaGoaIronOre Karnataka division organised a 3 day awareness program in collaboration with Saahas Zero Waste, Bangalore. #SwachhBharat #singleuseplastic #Vedanta @SaahasZeroWaste @saahas_ngo @WilmaRSZW @PMOIndia @PrakashJavdekar pic.twitter.com/SAKLZs8lj4",,@SaahasZeroWaste @saahas_ngo @WilmaRSZW @PMOIndia @PrakashJavdekar,#WasteMangement #SesaGoaIronOre #SwachhBharat #singleuseplastic #Vedanta,"1,18623E+18",https://twitter.com/SesaGoaIronOre/status/1186229968910442496,-0.0772
984,21/10/2019 06:27,0,4,Iron ore https:// twitter.com/Callum_Thomas/ status/1186118762828685314 …,,,,"1,18621E+18",https://twitter.com/siddiqui71/status/1186212490948022273,0.0
990,21/10/2019 04:56,4,9,Andrew Forrest’s Fortescue Metals Group has failed to overturn a native title ruling covering its Solomon iron ore mine in Western Australia's Pilbara region. @rangihirini reports - https://www. sbs.com.au/nitv/nitv-news /article/2019/10/21/fortescue-metals-fails-overturn-yindjibarndi-peoples-native-title-claim …,,@rangihirini,,"1,18619E+18",https://twitter.com/NITV/status/1186189375849127937,-0.5106
991,21/10/2019 04:50,0,2,"Adani Green launches new solar and iron ore mining arms: Mundra Solar Energy will undertake installation and commissioning of solar projects. Kurmitar Iron Ore Mining, on the other hand, will carry out mining activities in the state… http:// dlvr.it/RGczCB #pv #solarpv #solar pic.twitter.com/rGE7ytWMTj",,,#pv #solarpv #solar,"1,18619E+18",https://twitter.com/pvmagazineindia/status/1186187874791591936,0.6486
