,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
31,Schuldensuehner,2019-09-16 02:37,60,91,"Global markets start the week on a slippery note as #oil jumps after Saudi facility attacks. Most of Asia and US stock futures fell while Gold & Yen, which are often considered haven assets during times of turmoil, edged up . Brent trades 10.7% higher. Gold >$1.5k, Bitcoin $10.3k. pic.twitter.com/XyRjlKsnVp",,,#oil,1173470969651978240,https://twitter.com/Schuldensuehner/status/1173470969651978240
32,FXCMMarkets,2019-09-15 23:03,0,1,"Brent oil trims gains, but is still up 12% http:// bit.ly/301JMhJ",,,,1173416976623910914,https://twitter.com/FXCMMarkets/status/1173416976623910914
33,UltrascanKPO,2019-09-15 21:14,3,0,"“ oil prices soared. US crude futures jumped as much as 15% before hovering around 11%. Gasoline futures were up 11%. Brent crude, the benchmark used in European oil markets, opened 18% higher and is now trading up about 12%.” https:// buff.ly/2Inv61N pic.twitter.com/JYf98CmdkU",,,,1173389650913890304,https://twitter.com/UltrascanKPO/status/1173389650913890304
34,tvnewswatch,2019-09-15 20:23,1,0,Brent Crude oil prices up nearly 13% following drone strikes on Saudi oil facilities. pic.twitter.com/4tgmtp1vQB,,,,1173376773385531399,https://twitter.com/tvnewswatch/status/1173376773385531399
35,transparency_a1,2019-09-15 19:11,0,0,Blowing up big oil ??? Brent crude up $10.94- 18% to $71.16 #climatedisaster,,,#climatedisaster,1173358802860527616,https://twitter.com/transparency_a1/status/1173358802860527616
36,SonaliPaul2,2019-09-15 19:01,0,1,Brent crude futures up 15% after attacks on Saudi oil facilities,,,,1173356122633191424,https://twitter.com/SonaliPaul2/status/1173356122633191424
37,afieyz,2019-09-19 09:03,0,0,Retweeted (World_ Oil _Price): Today I grew up . #Oil #Brent 65.09$ (+0.86),,,#Oil #Brent,1174655289750163456,https://twitter.com/afieyz/status/1174655289750163456
38,hacommoditynews,2019-09-19 08:03,0,0,"NewsBreak – Oil Prices Jump to Session Highs, Brent up 2% https:// globalrubbermarkets.com/172190/newsbre ak-oil-prices-jump-to-session-highs-brent-up-2.html … pic.twitter.com/Vvq5y6Mweg",,,,1174640116658331648,https://twitter.com/hacommoditynews/status/1174640116658331648
39,businessline,2019-09-19 03:30,1,0,"Brent crude futures rose 8 cents to $63.68 a barrel by 0139 GMT, while US West Texas Intermediate (WTI) crude was up 12 cents to $58.23 a barrel. https:// trib.al/VBUEpys",,,,1174571375627046913,https://twitter.com/businessline/status/1174571375627046913
40,karolcummins,2019-09-16 15:45,25,38,"As I predicted the other night, Brent crude prices climbed 20% before giving up some gains as the market took note of emergency reserves held globally. Who benefits? SA & RU. https://www. wsj.com/articles/oil-s tockpiles-cap-price-surge-after-saudi-attack-11568635889 …",,,,1173669349392928768,https://twitter.com/karolcummins/status/1173669349392928768
41,jsblokland,2019-09-16 14:43,87,99,#Brent #oil now 15% up after #SaudiAramco states it could take weeks of even months before all output is restored. #SaudiArabia pic.twitter.com/4V8AwPTt9k,,,#Brent #oil #SaudiAramco #SaudiArabia,1173653691167072257,https://twitter.com/jsblokland/status/1173653691167072257
42,drdanmclaughlin,2019-09-16 12:43,0,1,A supply side shock to the oil price pushes prices up and global output down. Brent currently up about 10% which would only push up Irish petrol prices by around 4 cent a litre if sustained. Price may drift back but obvious risk of escalation and then anyone's guess 1/2,,,,1173623335495905280,https://twitter.com/drdanmclaughlin/status/1173623335495905280
43,vieiraUAE,2019-09-16 11:17,1,0,Trump is Loaded! Drones Attack! Brent Oil Up the Most in History! #oil #trump #saudiarabia https:// notifications.autonomoustrading.io/en/trump-is-lo aded-drones-attack-brent-oil-up-the-most-in-history …,,,#oil #trump #saudiarabia,1173601700206305280,https://twitter.com/vieiraUAE/status/1173601700206305280
44,sciencetaco,2019-09-16 09:11,0,0,"that was quick. Brent crude oil spikes the most in history after Saudi attacks, last up 10% https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html … pic.twitter.com/adcyj9wE4F",,,,1173570073933598720,https://twitter.com/sciencetaco/status/1173570073933598720
45,BBCBusiness,2019-09-16 08:41,13,9,"Brent crude, the international benchmark used by oil traders, jumped to $71.95 a barrel at one point The price of Brent crude is currently up about 9% at $65.76 a barrel http:// bbc.in/2mjfNil pic.twitter.com/prDvcDq02b",,,,1173562651810488321,https://twitter.com/BBCBusiness/status/1173562651810488321
46,UB_Economics,2019-09-16 05:58,1,0,Brent crude oil up sharply following drone attack on Saudi Arabian oil facility. Oil price saw its steepest intraday jump on record to almost $72pb. That marked a rise of almost $12pb. The price of Brent crude has since eased back to $65pb. pic.twitter.com/b68QeEvp4O,,,,1173521607349932032,https://twitter.com/UB_Economics/status/1173521607349932032
47,Brent97830678,2019-09-15 23:45,0,0,You say plenty of oil well of my gasoline prices go up I'll know you're not telling the truth my gasoline prices better stay the same as they were last week https:// twitter.com/realDonaldTrum p/status/1173368574406250496 …,,,,1173427640641806336,https://twitter.com/Brent97830678/status/1173427640641806336
48,FX14AU,2019-09-15 21:56,0,0,"Brent oil trims gains, but is still up 12% By godbole17 https:// s68mv.app.goo.gl/RsHB9 #Oil #Brent #Commodities",,,#Oil #Brent #Commodities,1173400202302099456,https://twitter.com/FX14AU/status/1173400202302099456
49,TradingWala,2019-09-15 18:10,1,5,"$100/bbl- In dreams Though #brent #oil mkt positioning WILL chg aftr attacks on #saudiarabia 's #aramco &1ce mkts open, basis till last week's data I dont see it flying high. Most likely scenario wd b gap up &move till 64-64.5-67 & bk to 60 by mnth end! #crudeoil #cl_f #OOTT pic.twitter.com/rhc7yVmVE6",,,#brent #oil #saudiarabia #aramco #crudeoil #cl_f #OOTT,1173343361190649856,https://twitter.com/TradingWala/status/1173343361190649856
50,Gorgon11,2019-09-14 18:54,3,3,The attack on the Aramco Khurais oil field in Saudi Arabia has temporarily cut the Kingdom's oil supply by almost 50%. This in turn cuts the global oil supply by almost a whopping 5%. Brent Crude price is gonna shoot up when stock markets open on Tuesday. pic.twitter.com/WvaVdOXgNO,,,,1172992137937543168,https://twitter.com/Gorgon11/status/1172992137937543168
51,RMKOutFront,2019-09-14 16:13,6,8,"Unexpected Event- Smoke billowing from fire at Saudi Aramco factory in Abqaiq, Saudi Arabia, caused by “drone attacks.” Sounds like terrorism to you? Oil fires are hard to extinguish, could take weeks. 5% of world supply up in smoke. Brent /WTI/yields- up by how much?! pic.twitter.com/vMuMZb8kNW",,,,1172951592716427271,https://twitter.com/RMKOutFront/status/1172951592716427271
52,WealdOilers,2019-09-12 03:26,7,47,"#ukog Kimmeridge test production reached a total of 36,559 barrels (bbl"") of dry Brent quality crude at a final metered rate of 313 bbl of oil per day (""bopd"") over the final 48 hour test period. Peak instantaneous rates of up to 374 bopd were recorded. Total to date 66,127 bbl pic.twitter.com/AMkBJCAwKv""",,,#ukog,1172033728962617345,https://twitter.com/WealdOilers/status/1172033728962617345
53,stlouisfed,2019-09-11 23:30,2,5,Weekly spot prices for crude oil hold relatively steady: Brent ticks up to $60.23 per barrel and WTI to $55.73 http:// ow.ly/wLOm50w5OGI pic.twitter.com/0XuCqg9Qo8,,,,1171974231770324992,https://twitter.com/stlouisfed/status/1171974231770324992
54,barani_krishnan,2019-09-11 15:09,2,3,"If there's no more embargo on Iranian oil , an additional 1 million barrels could end up in the market -- not exactly what OPEC would welcome. http:// bit.ly/2LOiul5 @Investingcom #OOTT #OPEC #crudeoil #Commodities #WTI #Brent #Iran @realDonaldTrump @KilduffReport @iJakeReyna",,@Investingcom @realDonaldTrump @KilduffReport @iJakeReyna,#OOTT #OPEC #crudeoil #Commodities #WTI #Brent #Iran,1171848268684386304,https://twitter.com/barani_krishnan/status/1171848268684386304
55,World_Oil_Price,2019-09-10 09:00,7,12,Today I grew up again. #Oil #Brent 63.17$ (+1.31),,,#Oil #Brent,1171392884349841408,https://twitter.com/World_Oil_Price/status/1171392884349841408
56,World_Oil_Price,2019-09-09 09:00,6,7,Today I slightly grew up . #Oil #Brent 61.86$ (+0.09),,,#Oil #Brent,1171030499508334592,https://twitter.com/World_Oil_Price/status/1171030499508334592
57,ADMISI_Live,2019-09-09 07:32,1,2,"Caution! There were Weekly Key Reversals Up in NYMEX WTI Crude Oil Futures, NYMEX Heating Oil Futures, ICE Brent Crude Oil Futures, ICE Gasoil Futures, LME 3 Month Copper and LME 3 Month Zinc on Friday! pic.twitter.com/8VORiB1Oqj",,,,1171008481232637956,https://twitter.com/ADMISI_Live/status/1171008481232637956
58,BalchinDavid,2019-09-05 04:18,3,2,Half year profit up for EnQuest Strong performance and debt reduction ahead of schedule #enquest #brent #oil https://www. energyvoice.com/oilandgas/nort h-sea/207038/half-year-profit-up-for-enquest-as-chairman-steps-down/?utm_source=twitter … via @energyvoicenews,,@energyvoicenews,#enquest #brent #oil,1169510159896535041,https://twitter.com/BalchinDavid/status/1169510159896535041
59,Neha_1007,2019-09-04 01:56,0,16,"#Oil prices recovered some ground on Wednesday after touching their lowest in close to a month during the previous session on concerns that a weakening global economy could depress demand. #Brent crude was up 0.21%, at $58.38 a barrel by 0425 GMT. #Crude",,,#Oil #Brent #Crude,1169111978649903104,https://twitter.com/Neha_1007/status/1169111978649903104
60,ken_kroes,2019-08-27 16:02,26,48,"Hey @jkenney Oil investment going up , right? Oil prices going up right? We're going to boom again, right? We see Brent in the low $50s, and WTI in the high $40s, which is not an environment where there’s going to be much as much reinvestment"" https://www. cnbc.com/2019/08/27/the -us-is-about-to-send-a-lot-more-oil-into-an-oversupplied-market.html …""",,@jkenney,,1166425654453137408,https://twitter.com/ken_kroes/status/1166425654453137408
61,PrimeXbt,2019-08-27 13:47,2,8,Up Next: Brent Pre-Crude Oil Inventory Announcement Analysis. See our price predictions before tomorrow's COI session. https://www. tradingview.com/chart/UKOIL/Bm hfAplE-BRENT-Important-levels-before-US-Oil-Stocks-announcement/ … #PrimeXBT #TradingView,,,#PrimeXBT #TradingView,1166391864255295490,https://twitter.com/PrimeXbt/status/1166391864255295490
62,ArgusMedia,2019-08-22 12:08,14,12,"#Shandong spot crude oil differentials to Ice Brent have leapt higher in response to tightening supply of medium sweet crude, 22 August | #ArgusOil #OOTT Catch up with our webinar: Illuminating the Shandong crude market, on demand: https:// okt.to/KYrxI9 | #ArgusOil #OOTT pic.twitter.com/fsDROHrOGp",,,#Shandong #ArgusOil #OOTT #ArgusOil #OOTT,1164554857262567425,https://twitter.com/ArgusMedia/status/1164554857262567425
63,DavidCheetham3,2019-08-19 05:18,0,4,Oil also on the rise this morning with Brent pushing up to top of H1 cloud. Bearish engulfing just printed. Always skeptical of gaps higher on somewhat questionable news over the weekend. 58.66 level to watch for a gap fill. 59.65 poss resistance #OOTT #crude pic.twitter.com/BsgQz6snHZ,,,#OOTT #crude,1163364603927113728,https://twitter.com/DavidCheetham3/status/1163364603927113728
64,jc_louw,2019-08-19 03:03,2,7,"Even with a stronger #USDZAR , it looks like #SASOL will be up using FX moves and US close. #Brent also helping, rising after an attack on a Saudi Oil Facility over the weekend. Have a good week! pic.twitter.com/GRcXFkUjHy",,,#USDZAR #SASOL #Brent,1163330583445086208,https://twitter.com/jc_louw/status/1163330583445086208
65,Rob_Kimbell,2019-08-16 07:56,6,7,FTSE 100 UP FTSE 250 UP £ –vs– $ UP £ –vs– € UP Brent Oil UP Gold DOWN Bitcoin DOWN,,,,1162317122707558400,https://twitter.com/Rob_Kimbell/status/1162317122707558400
66,Heid_oil,2019-08-16 02:18,1,8,"Crude oil prices rose on Friday following two days of declines, after data showing an increase in retail sales in the U.S. helped dampen concerns about a recession in the world’s biggest economy Brent crude LCOc1 up 52 cents, or 0.9%, at $58.75 barrel 0352 GMT",,,,1162232106962968579,https://twitter.com/Heid_oil/status/1162232106962968579
67,barani_krishnan,2019-08-15 15:23,2,4,Oil is caught up on the R-word –back-and-forth threats of trade retaliation are causing enough recession fears to paralyze bulls from a comeback. @Investingcom #crude #commodities #WTI #Brent #TradeWar #China @KilduffReport @iJakeReyna @TariqZahirCTA . http:// bit.ly/2KLXs69,,@Investingcom @KilduffReport @iJakeReyna @TariqZahirCTA,#crude #commodities #WTI #Brent #TradeWar #China,1162067280315871232,https://twitter.com/barani_krishnan/status/1162067280315871232
68,DeItaOne,2019-08-13 11:30,3,9,"OIL FUTURES EXTEND GAINS, BRENT AND U.S. CRUDE UP BY MORE THAN $2 A BARREL",,,,1161283992831909888,https://twitter.com/DeItaOne/status/1161283992831909888
69,BloombergNRG,2019-08-13 10:55,7,2,Big jump in oil prices here this morning after U.S. delays additional tariffs on certain Chinese imports & following talks between China and the U.S. WTI up as much as 3.15% and Brent up as much as 3.36%,,,,1161275169895309312,https://twitter.com/BloombergNRG/status/1161275169895309312
70,FirstSquawk,2019-08-13 10:48,0,0,"@DGCX OIL FUTURES EXTEND GAINS, BRENT CRUDE UP MORE THAN $1 TO SESSION HIGH OF $59.79 A BARREL",,@DGCX,,1161273405657747456,https://twitter.com/FirstSquawk/status/1161273405657747456
71,gres_ss,2019-08-13 03:33,0,1,Brent oil : Long 59.9 Hang up 58.3 Short 55,,,,1161163829746814976,https://twitter.com/gres_ss/status/1161163829746814976
0,olamideyinla,2019-09-15 04:28,1,0,"Sadly, Nigeria is abt 2 lose a lot of money by keepin subsidy on petrol. 5% of global petrol output stops as Aramco shuts down a 5.7m bpd facility. Crude oil price will go up, but we are not able to benefit because rather than get more cash, we just get a steady petrol Supply.",,,,1173136372049334272,https://twitter.com/olamideyinla/status/1173136372049334272
1,HenrySolly22,2019-09-15 01:28,0,2,These drone attacks and ship hijacks always happen when the price of crude oil is going down . Strange! Probably this is an advantage of a kingdom...Complete authority. LoL.,,,,1173091296891662338,https://twitter.com/HenrySolly22/status/1173091296891662338
2,zukeepre,2019-09-12 16:12,0,1,Heard the price of crude oil is down . YAY! I'll use that for stir frying veggies since olive oil is so expensive now.,,,,1172226376751099904,https://twitter.com/zukeepre/status/1172226376751099904
3,AheadoftheNews,2019-09-11 12:47,0,3,News follows price . CL resistance was very clear cut in mid 58 zone and before this news was already coming down . #crudeoil,,,#crudeoil,1171812470677065728,https://twitter.com/AheadoftheNews/status/1171812470677065728
4,Neha_1007,2019-09-11 00:12,0,8,"The U.S EIA on Wednesday lowered its 2019 and 2020 price forecasts on #WTI and Brent crude oil prices. Forecast of an average WTI price of $56.31/barrel for this year, down 2.7% from the forecast issued in August. For 2020, it forecast $56.50, down 5% from the previous forecast.",,,#WTI,1171622559097524225,https://twitter.com/Neha_1007/status/1171622559097524225
